databaze,schemat,tabulka,sloupec,poradi_ve_tabulce,datovy_typ,max_delka,ciselna_presnost,ciselna_mista,je_nullovatelny,vychozi_hodnota,je_identity
postgres,public,permission_types,description,7,text,null,null,null,true,null,false
postgres,public,property_types,id,1,uuid,null,null,null,false,gen_random_uuid(),false
postgres,public,property_types,code,2,text,null,null,null,false,null,false
postgres,public,property_types,name,3,text,null,null,null,false,null,false
postgres,public,property_types,color,4,text,null,null,null,true,null,false
postgres,public,property_types,icon,5,text,null,null,null,true,null,false
postgres,public,property_types,order_index,6,integer,null,32,0,false,0,false
postgres,public,property_types,created_at,7,timestamp with time zone,null,null,null,true,now(),false
postgres,public,property_types,updated_at,8,timestamp with time zone,null,null,null,true,now(),false
postgres,public,property_types,description,9,text,null,null,null,true,null,false
postgres,public,property_types,active,10,boolean,null,null,null,true,true,false
postgres,public,role_permissions,role_code,1,text,null,null,null,false,null,false
postgres,public,role_permissions,permission_code,2,text,null,null,null,false,null,false
postgres,public,role_types,code,1,text,null,null,null,false,null,false
postgres,public,role_types,name,2,text,null,null,null,false,null,false
postgres,public,role_types,color,3,text,null,null,null,true,null,false
postgres,public,role_types,icon,4,text,null,null,null,true,null,false
postgres,public,role_types,order_index,5,integer,null,32,0,true,null,false
postgres,public,role_types,active,6,boolean,null,null,null,false,true,false
postgres,public,role_types,description,7,text,null,null,null,true,null,false
postgres,public,subject_invites,id,1,uuid,null,null,null,false,gen_random_uuid(),false
postgres,public,subject_invites,invite_mode,2,text,null,null,null,false,null,false
postgres,public,subject_invites,subject_id,3,uuid,null,null,null,true,null,false
postgres,public,subject_invites,email,4,text,null,null,null,true,null,false
postgres,public,subject_invites,role_code,5,text,null,null,null,false,null,false
postgres,public,subject_invites,status,6,text,null,null,null,false,'pending'::text,false
postgres,public,subject_invites,note,7,text,null,null,null,true,null,false
postgres,public,subject_invites,created_at,8,timestamp with time zone,null,null,null,false,now(),false
postgres,public,subject_invites,created_by,9,uuid,null,null,null,true,null,false
postgres,public,subject_invites,sent_at,10,timestamp with time zone,null,null,null,true,null,false
postgres,public,subject_invites,expires_at,11,timestamp with time zone,null,null,null,true,(now() + '7 days'::interval),false
postgres,public,subject_invites,accepted_at,12,timestamp with time zone,null,null,null,true,null,false
postgres,public,subject_invites,canceled_at,13,timestamp with time zone,null,null,null,true,null,false
postgres,public,subject_invites,display_name,14,text,null,null,null,true,null,false
postgres,public,subject_permissions,subject_id,1,uuid,null,null,null,false,null,false
postgres,public,subject_permissions,permission_code,2,text,null,null,null,false,null,false
postgres,public,subject_roles,subject_id,1,uuid,null,null,null,false,null,false
postgres,public,subject_roles,role_code,2,text,null,null,null,false,null,false
postgres,public,subject_types,code,1,text,null,null,null,false,null,false
postgres,public,subject_types,name,2,text,null,null,null,false,null,false
postgres,public,subject_types,description,3,text,null,null,null,true,null,false
postgres,public,subject_types,order_index,4,integer,null,32,0,true,null,false
postgres,public,subject_types,icon,5,text,null,null,null,true,null,false
postgres,public,subject_types,color,6,text,null,null,null,true,null,false
postgres,public,subject_types,active,7,boolean,null,null,null,false,true,false
postgres,public,subject_types,sort_order,8,integer,null,32,0,true,null,false
postgres,public,subjects,id,1,uuid,null,null,null,false,gen_random_uuid(),false
postgres,public,subjects,subject_type,2,text,null,null,null,false,null,false
postgres,public,subjects,auth_user_id,3,uuid,null,null,null,true,null,false
postgres,public,subjects,title_before,4,text,null,null,null,true,null,false
postgres,public,subjects,first_name,5,text,null,null,null,true,null,false
postgres,public,subjects,last_name,6,text,null,null,null,true,null,false
postgres,public,subjects,company_name,7,text,null,null,null,true,null,false
postgres,public,subjects,display_name,8,text,null,null,null,false,null,false
postgres,public,subjects,ic,9,text,null,null,null,true,null,false
postgres,public,subjects,dic,10,text,null,null,null,true,null,false
postgres,public,subjects,ic_valid,11,boolean,null,null,null,true,null,false
postgres,public,subjects,dic_valid,12,boolean,null,null,null,true,null,false
postgres,public,subjects,birth_date,13,date,null,null,null,true,null,false
postgres,public,subjects,id_doc_type,14,text,null,null,null,true,null,false
postgres,public,subjects,id_doc_number,15,text,null,null,null,true,null,false
postgres,public,subjects,country,16,text,null,null,null,true,null,false
postgres,public,subjects,city,17,text,null,null,null,true,null,false
postgres,public,subjects,street,18,text,null,null,null,true,null,false
postgres,public,subjects,house_number,19,text,null,null,null,true,null,false
postgres,public,subjects,orientation_number,20,text,null,null,null,true,null,false
postgres,public,subjects,postal_code,21,text,null,null,null,true,null,false
postgres,public,subjects,address_source,22,text,null,null,null,true,null,false
postgres,public,subjects,phone,23,text,null,null,null,true,null,false
postgres,public,subjects,email,24,text,null,null,null,true,null,false
postgres,public,subjects,bank_account_id,25,uuid,null,null,null,true,null,false
postgres,public,subjects,delegate_id,26,uuid,null,null,null,true,null,false
postgres,public,subjects,login,27,text,null,null,null,true,null,false
postgres,public,subjects,password_hash,28,text,null,null,null,true,null,false
postgres,public,subjects,unit_label,29,text,null,null,null,true,null,false
postgres,public,subjects,ares_json,30,jsonb,null,null,null,true,null,false
postgres,public,subjects,audit,31,jsonb,null,null,null,true,null,false
postgres,public,subjects,origin_module,32,text,null,null,null,false,null,false
postgres,public,subjects,origin_entity,33,text,null,null,null,true,null,false
postgres,public,subjects,created_at,34,timestamp with time zone,null,null,null,false,now(),false
postgres,public,subjects,updated_at,35,timestamp with time zone,null,null,null,false,now(),false
postgres,public,subjects,created_by,36,uuid,null,null,null,true,null,false
postgres,public,subjects,is_archived,37,boolean,null,null,null,false,false,false
postgres,public,subjects,archived_at,38,timestamp with time zone,null,null,null,true,null,false
postgres,public,subjects,archived_by,39,uuid,null,null,null,true,null,false
postgres,public,subjects,first_login_at,40,timestamp with time zone,null,null,null,true,null,false
postgres,public,subjects,last_login_at,41,timestamp with time zone,null,null,null,true,null,false
postgres,public,subjects,note,42,text,null,null,null,true,null,false
postgres,public,ui_view_prefs,id,1,uuid,null,null,null,false,gen_random_uuid(),false
postgres,public,ui_view_prefs,client_id,2,uuid,null,null,null,false,null,false
postgres,public,ui_view_prefs,user_id,3,uuid,null,null,null,false,null,false
postgres,public,ui_view_prefs,view_key,4,text,null,null,null,false,null,false
postgres,public,ui_view_prefs,col_widths,5,jsonb,null,null,null,true,null,false
postgres,public,ui_view_prefs,col_order,6,ARRAY,null,null,null,true,null,false
postgres,public,ui_view_prefs,col_hidden,7,ARRAY,null,null,null,true,null,false
postgres,public,ui_view_prefs,created_at,8,timestamp with time zone,null,null,null,false,now(),false
postgres,public,ui_view_prefs,updated_at,9,timestamp with time zone,null,null,null,false,now(),false
postgres,public,ui_view_prefs,prefs,10,jsonb,null,null,null,true,null,false
postgres,public,unit_types,code,1,text,null,null,null,false,null,false
postgres,public,unit_types,name,2,text,null,null,null,false,null,false
postgres,public,unit_types,description,3,text,null,null,null,true,null,false
postgres,public,unit_types,color,4,text,null,null,null,true,null,false
postgres,public,unit_types,icon,5,text,null,null,null,true,null,false
postgres,public,unit_types,order_index,6,integer,null,32,0,true,null,false
postgres,public,unit_types,active,7,boolean,null,null,null,true,true,false
postgres,public,user_theme_settings,id,1,uuid,null,null,null,false,gen_random_uuid(),false
postgres,public,user_theme_settings,user_id,2,uuid,null,null,null,false,null,false
postgres,public,user_theme_settings,theme_mode,3,text,null,null,null,false,'auto'::text,false
postgres,public,user_theme_settings,theme_accent,4,text,null,null,null,false,'blue'::text,false
postgres,public,user_theme_settings,updated_at,5,timestamp with time zone,null,null,null,false,now(),false
postgres,public,v_document_latest_version,id,1,uuid,null,null,null,true,null,false
postgres,public,v_document_latest_version,entity_type,2,text,null,null,null,true,null,false
postgres,public,v_document_latest_version,entity_id,3,uuid,null,null,null,true,null,false
postgres,public,v_document_latest_version,title,4,text,null,null,null,true,null,false
postgres,public,v_document_latest_version,description,5,text,null,null,null,true,null,false
postgres,public,v_document_latest_version,is_archived,6,boolean,null,null,null,true,null,false
postgres,public,v_document_latest_version,created_at,7,timestamp with time zone,null,null,null,true,null,false
postgres,public,v_document_latest_version,created_by,8,uuid,null,null,null,true,null,false
postgres,public,v_document_latest_version,updated_at,9,timestamp with time zone,null,null,null,true,null,false
postgres,public,v_document_latest_version,updated_by,10,uuid,null,null,null,true,null,false
postgres,public,v_document_latest_version,updated_by_name,11,text,null,null,null,true,null,false
postgres,public,v_document_latest_version,version_id,12,uuid,null,null,null,true,null,false
postgres,public,v_document_latest_version,version_number,13,integer,null,32,0,true,null,false
postgres,public,v_document_latest_version,file_path,14,text,null,null,null,true,null,false
postgres,public,v_document_latest_version,file_name,15,text,null,null,null,true,null,false
postgres,public,v_document_latest_version,mime_type,16,text,null,null,null,true,null,false
postgres,public,v_document_latest_version,file_size,17,bigint,null,64,0,true,null,false
postgres,public,v_document_latest_version,version_created_at,18,timestamp with time zone,null,null,null,true,null,false
postgres,public,v_document_latest_version,version_created_by,19,uuid,null,null,null,true,null,false
postgres,public,v_document_latest_version,version_created_by_name,20,text,null,null,null,true,null,false
postgres,public,v_document_latest_version,version_is_archived,21,boolean,null,null,null,true,null,false
postgres,public,v_subject_invite_latest,subject_id,1,uuid,null,null,null,true,null,false
postgres,public,v_subject_invite_latest,invite_id,2,uuid,null,null,null,true,null,false
postgres,public,v_subject_invite_latest,status,3,text,null,null,null,true,null,false
postgres,public,v_subject_invite_latest,sent_at,4,timestamp with time zone,null,null,null,true,null,false
postgres,public,v_subject_invite_latest,expires_at,5,timestamp with time zone,null,null,null,true,null,false
postgres,public,v_subject_invite_latest,accepted_at,6,timestamp with time zone,null,null,null,true,null,false
postgres,public,v_subject_invite_latest,created_at,7,timestamp with time zone,null,null,null,true,null,false
postgres,public,v_subject_invite_latest,invite_state,8,text,null,null,null,true,null,false
postgres,public,v_subject_invite_state,subject_id,1,uuid,null,null,null,true,null,false
postgres,public,v_subject_invite_state,invite_id,2,uuid,null,null,null,true,null,false
postgres,public,v_subject_invite_state,status,3,text,null,null,null,true,null,false
postgres,public,v_subject_invite_state,sent_at,4,timestamp with time zone,null,null,null,true,null,false
postgres,public,v_subject_invite_state,expires_at,5,timestamp with time zone,null,null,null,true,null,false
postgres,public,v_subject_invite_state,accepted_at,6,timestamp with time zone,null,null,null,true,null,false
postgres,public,v_subject_invite_state,invite_state,7,text,null,null,null,true,null,false
postgres,public,v_subject_public,id,1,uuid,null,null,null,true,null,false
postgres,public,v_subject_public,auth_user_id,2,uuid,null,null,null,true,null,false
postgres,public,v_subject_public,display_name,3,text,null,null,null,true,null,false
postgres,public,v_user_permissions,subject_id,1,uuid,null,null,null,true,null,false
postgres,public,v_user_permissions,permission_code,2,text,null,null,null,true,null,false
postgres,public,v_users_detail,id,1,uuid,null,null,null,true,null,false
postgres,public,v_users_detail,subject_type,2,text,null,null,null,true,null,false
postgres,public,v_users_detail,auth_user_id,3,uuid,null,null,null,true,null,false
postgres,public,v_users_detail,title_before,4,text,null,null,null,true,null,false
postgres,public,v_users_detail,first_name,5,text,null,null,null,true,null,false
postgres,public,v_users_detail,last_name,6,text,null,null,null,true,null,false
postgres,public,v_users_detail,company_name,7,text,null,null,null,true,null,false
postgres,public,v_users_detail,display_name,8,text,null,null,null,true,null,false
postgres,public,v_users_detail,ic,9,text,null,null,null,true,null,false
postgres,public,v_users_detail,dic,10,text,null,null,null,true,null,false
postgres,public,v_users_detail,ic_valid,11,boolean,null,null,null,true,null,false
postgres,public,v_users_detail,dic_valid,12,boolean,null,null,null,true,null,false
postgres,public,v_users_detail,birth_date,13,date,null,null,null,true,null,false
postgres,public,v_users_detail,id_doc_type,14,text,null,null,null,true,null,false
postgres,public,v_users_detail,id_doc_number,15,text,null,null,null,true,null,false
postgres,public,v_users_detail,country,16,text,null,null,null,true,null,false
postgres,public,v_users_detail,city,17,text,null,null,null,true,null,false
postgres,public,v_users_detail,street,18,text,null,null,null,true,null,false
postgres,public,v_users_detail,house_number,19,text,null,null,null,true,null,false
postgres,public,v_users_detail,orientation_number,20,text,null,null,null,true,null,false
postgres,public,v_users_detail,postal_code,21,text,null,null,null,true,null,false
postgres,public,v_users_detail,address_source,22,text,null,null,null,true,null,false
postgres,public,v_users_detail,phone,23,text,null,null,null,true,null,false
postgres,public,v_users_detail,email,24,text,null,null,null,true,null,false
postgres,public,v_users_detail,bank_account_id,25,uuid,null,null,null,true,null,false
postgres,public,v_users_detail,delegate_id,26,uuid,null,null,null,true,null,false
postgres,public,v_users_detail,login,27,text,null,null,null,true,null,false
postgres,public,v_users_detail,password_hash,28,text,null,null,null,true,null,false
postgres,public,v_users_detail,unit_label,29,text,null,null,null,true,null,false
postgres,public,v_users_detail,ares_json,30,jsonb,null,null,null,true,null,false
postgres,public,v_users_detail,audit,31,jsonb,null,null,null,true,null,false
postgres,public,v_users_detail,origin_module,32,text,null,null,null,true,null,false
postgres,public,v_users_detail,origin_entity,33,text,null,null,null,true,null,false
postgres,public,v_users_detail,created_at,34,timestamp with time zone,null,null,null,true,null,false
postgres,public,v_users_detail,updated_at,35,timestamp with time zone,null,null,null,true,null,false
postgres,public,v_users_detail,created_by,36,uuid,null,null,null,true,null,false
postgres,public,v_users_detail,is_archived,37,boolean,null,null,null,true,null,false
postgres,public,v_users_detail,archived_at,38,timestamp with time zone,null,null,null,true,null,false
postgres,public,v_users_detail,archived_by,39,uuid,null,null,null,true,null,false
postgres,public,v_users_detail,role_code,40,text,null,null,null,true,null,false
postgres,public,v_users_invite_gate,id,1,uuid,null,null,null,true,null,false
postgres,public,v_users_invite_gate,display_name,2,text,null,null,null,true,null,false
postgres,public,v_users_invite_gate,email,3,text,null,null,null,true,null,false
postgres,public,v_users_invite_gate,phone,4,text,null,null,null,true,null,false
postgres,public,v_users_invite_gate,subject_type,5,text,null,null,null,true,null,false
postgres,public,v_users_invite_gate,is_archived,6,boolean,null,null,null,true,null,false
postgres,public,v_users_invite_gate,created_at,7,timestamp with time zone,null,null,null,true,null,false
postgres,public,v_users_invite_gate,role_code,8,text,null,null,null,true,null,false
postgres,public,v_users_invite_gate,first_login_at,9,timestamp with time zone,null,null,null,true,null,false
postgres,public,v_users_invite_gate,last_login_at,10,timestamp with time zone,null,null,null,true,null,false
postgres,public,v_users_invite_gate,last_invite_sent_at,11,timestamp with time zone,null,null,null,true,null,false
postgres,public,v_users_invite_gate,last_invite_expires_at,12,timestamp with time zone,null,null,null,true,null,false
postgres,public,v_users_invite_gate,last_invite_status,13,text,null,null,null,true,null,false
postgres,public,v_users_invite_gate,can_send_invite,14,boolean,null,null,null,true,null,false
postgres,public,v_users_list,id,1,uuid,null,null,null,true,null,false
postgres,public,v_users_list,display_name,2,text,null,null,null,true,null,false
postgres,public,v_users_list,email,3,text,null,null,null,true,null,false
postgres,public,v_users_list,phone,4,text,null,null,null,true,null,false
postgres,public,v_users_list,subject_type,5,text,null,null,null,true,null,false
postgres,public,v_users_list,is_archived,6,boolean,null,null,null,true,null,false
postgres,public,v_users_list,created_at,7,timestamp with time zone,null,null,null,true,null,false
postgres,public,v_users_list,role_code,8,text,null,null,null,true,null,false
postgres,public,v_users_list,first_login_at,9,timestamp with time zone,null,null,null,true,null,false
postgres,public,v_users_list,last_login_at,10,timestamp with time zone,null,null,null,true,null,false
postgres,public,v_users_list,last_invite_sent_at,11,timestamp with time zone,null,null,null,true,null,false
postgres,public,v_users_list,last_invite_expires_at,12,timestamp with time zone,null,null,null,true,null,false
postgres,public,v_users_list,last_invite_status,13,text,null,null,null,true,null,false
postgres,public,v_users_list,title_before,14,text,null,null,null,true,null,false
postgres,public,v_users_list,first_name,15,text,null,null,null,true,null,false
postgres,public,v_users_list,last_name,16,text,null,null,null,true,null,false
postgres,realtime,messages,topic,3,text,null,null,null,false,null,false
postgres,realtime,messages,extension,4,text,null,null,null,false,null,false
postgres,realtime,messages,payload,5,jsonb,null,null,null,true,null,false
postgres,realtime,messages,event,6,text,null,null,null,true,null,false
postgres,realtime,messages,private,7,boolean,null,null,null,true,false,false
postgres,realtime,messages,updated_at,8,timestamp without time zone,null,null,null,false,now(),false
postgres,realtime,messages,inserted_at,9,timestamp without time zone,null,null,null,false,now(),false
postgres,realtime,messages,id,10,uuid,null,null,null,false,gen_random_uuid(),false
postgres,realtime,schema_migrations,version,1,bigint,null,64,0,false,null,false
postgres,realtime,schema_migrations,inserted_at,2,timestamp without time zone,null,null,null,true,null,false
postgres,realtime,subscription,id,1,bigint,null,64,0,false,null,true
postgres,realtime,subscription,subscription_id,2,uuid,null,null,null,false,null,false
postgres,realtime,subscription,entity,4,regclass,null,null,null,false,null,false
postgres,realtime,subscription,filters,5,ARRAY,null,null,null,false,'{}'::realtime.user_defined_filter[],false
postgres,realtime,subscription,claims,7,jsonb,null,null,null,false,null,false
postgres,realtime,subscription,claims_role,8,regrole,null,null,null,false,null,false
postgres,realtime,subscription,created_at,9,timestamp without time zone,null,null,null,false,"timezone('utc'::text, now())",false
postgres,storage,buckets,id,1,text,null,null,null,false,null,false
postgres,storage,buckets,name,2,text,null,null,null,false,null,false
postgres,storage,buckets,owner,3,uuid,null,null,null,true,null,false
postgres,storage,buckets,created_at,4,timestamp with time zone,null,null,null,true,now(),false
postgres,storage,buckets,updated_at,5,timestamp with time zone,null,null,null,true,now(),false
postgres,storage,buckets,public,6,boolean,null,null,null,true,false,false
postgres,storage,buckets,avif_autodetection,7,boolean,null,null,null,true,false,false
postgres,storage,buckets,file_size_limit,8,bigint,null,64,0,true,null,false
postgres,storage,buckets,allowed_mime_types,9,ARRAY,null,null,null,true,null,false
postgres,storage,buckets,owner_id,10,text,null,null,null,true,null,false
postgres,storage,buckets,type,11,USER-DEFINED,null,null,null,false,'STANDARD'::storage.buckettype,false
postgres,storage,buckets_analytics,name,1,text,null,null,null,false,null,false
postgres,storage,buckets_analytics,type,2,USER-DEFINED,null,null,null,false,'ANALYTICS'::storage.buckettype,false
postgres,storage,buckets_analytics,format,3,text,null,null,null,false,'ICEBERG'::text,false
postgres,storage,buckets_analytics,created_at,4,timestamp with time zone,null,null,null,false,now(),false
postgres,storage,buckets_analytics,updated_at,5,timestamp with time zone,null,null,null,false,now(),false
postgres,storage,buckets_analytics,id,6,uuid,null,null,null,false,gen_random_uuid(),false
postgres,storage,buckets_analytics,deleted_at,7,timestamp with time zone,null,null,null,true,null,false
postgres,storage,buckets_vectors,id,1,text,null,null,null,false,null,false
postgres,storage,buckets_vectors,type,2,USER-DEFINED,null,null,null,false,'VECTOR'::storage.buckettype,false
postgres,storage,buckets_vectors,created_at,3,timestamp with time zone,null,null,null,false,now(),false
postgres,storage,buckets_vectors,updated_at,4,timestamp with time zone,null,null,null,false,now(),false
postgres,storage,migrations,id,1,integer,null,32,0,false,null,false
postgres,storage,migrations,name,2,character varying,100,null,null,false,null,false
postgres,storage,migrations,hash,3,character varying,40,null,null,false,null,false
postgres,storage,migrations,executed_at,4,timestamp without time zone,null,null,null,true,CURRENT_TIMESTAMP,false
postgres,storage,objects,id,1,uuid,null,null,null,false,gen_random_uuid(),false
postgres,storage,objects,bucket_id,2,text,null,null,null,true,null,false
postgres,storage,objects,name,3,text,null,null,null,true,null,false
postgres,storage,objects,owner,4,uuid,null,null,null,true,null,false
postgres,storage,objects,created_at,5,timestamp with time zone,null,null,null,true,now(),false
postgres,storage,objects,updated_at,6,timestamp with time zone,null,null,null,true,now(),false
postgres,storage,objects,last_accessed_at,7,timestamp with time zone,null,null,null,true,now(),false
postgres,storage,objects,metadata,8,jsonb,null,null,null,true,null,false
postgres,storage,objects,path_tokens,9,ARRAY,null,null,null,true,null,false
postgres,storage,objects,version,10,text,null,null,null,true,null,false
postgres,storage,objects,owner_id,11,text,null,null,null,true,null,false
postgres,storage,objects,user_metadata,12,jsonb,null,null,null,true,null,false
postgres,storage,objects,level,13,integer,null,32,0,true,null,false
postgres,storage,prefixes,bucket_id,1,text,null,null,null,false,null,false
postgres,storage,prefixes,name,2,text,null,null,null,false,null,false
postgres,storage,prefixes,level,3,integer,null,32,0,false,null,false
postgres,storage,prefixes,created_at,4,timestamp with time zone,null,null,null,true,now(),false
postgres,storage,prefixes,updated_at,5,timestamp with time zone,null,null,null,true,now(),false
postgres,storage,s3_multipart_uploads,id,1,text,null,null,null,false,null,false
postgres,storage,s3_multipart_uploads,in_progress_size,2,bigint,null,64,0,false,0,false
postgres,storage,s3_multipart_uploads,upload_signature,3,text,null,null,null,false,null,false
postgres,storage,s3_multipart_uploads,bucket_id,4,text,null,null,null,false,null,false
postgres,storage,s3_multipart_uploads,key,5,text,null,null,null,false,null,false
postgres,storage,s3_multipart_uploads,version,6,text,null,null,null,false,null,false
postgres,storage,s3_multipart_uploads,owner_id,7,text,null,null,null,true,null,false
postgres,storage,s3_multipart_uploads,created_at,8,timestamp with time zone,null,null,null,false,now(),false
postgres,storage,s3_multipart_uploads,user_metadata,9,jsonb,null,null,null,true,null,false
postgres,storage,s3_multipart_uploads_parts,id,1,uuid,null,null,null,false,gen_random_uuid(),false
postgres,storage,s3_multipart_uploads_parts,upload_id,2,text,null,null,null,false,null,false
postgres,storage,s3_multipart_uploads_parts,size,3,bigint,null,64,0,false,0,false
postgres,storage,s3_multipart_uploads_parts,part_number,4,integer,null,32,0,false,null,false
postgres,storage,s3_multipart_uploads_parts,bucket_id,5,text,null,null,null,false,null,false
postgres,storage,s3_multipart_uploads_parts,key,6,text,null,null,null,false,null,false
postgres,storage,s3_multipart_uploads_parts,etag,7,text,null,null,null,false,null,false
postgres,storage,s3_multipart_uploads_parts,owner_id,8,text,null,null,null,true,null,false
postgres,storage,s3_multipart_uploads_parts,version,9,text,null,null,null,false,null,false
postgres,storage,s3_multipart_uploads_parts,created_at,10,timestamp with time zone,null,null,null,false,now(),false
postgres,storage,vector_indexes,id,1,text,null,null,null,false,gen_random_uuid(),false
postgres,storage,vector_indexes,name,2,text,null,null,null,false,null,false
postgres,storage,vector_indexes,bucket_id,3,text,null,null,null,false,null,false
postgres,storage,vector_indexes,data_type,4,text,null,null,null,false,null,false
postgres,storage,vector_indexes,dimension,5,integer,null,32,0,false,null,false
postgres,storage,vector_indexes,distance_metric,6,text,null,null,null,false,null,false
postgres,storage,vector_indexes,metadata_configuration,7,jsonb,null,null,null,true,null,false
postgres,storage,vector_indexes,created_at,8,timestamp with time zone,null,null,null,false,now(),false
postgres,storage,vector_indexes,updated_at,9,timestamp with time zone,null,null,null,false,now(),false
postgres,vault,decrypted_secrets,id,1,uuid,null,null,null,true,null,false
postgres,vault,decrypted_secrets,name,2,text,null,null,null,true,null,false
postgres,vault,decrypted_secrets,description,3,text,null,null,null,true,null,false
postgres,vault,decrypted_secrets,secret,4,text,null,null,null,true,null,false
postgres,vault,decrypted_secrets,decrypted_secret,5,text,null,null,null,true,null,false
postgres,vault,decrypted_secrets,key_id,6,uuid,null,null,null,true,null,false
postgres,vault,decrypted_secrets,nonce,7,bytea,null,null,null,true,null,false
postgres,vault,decrypted_secrets,created_at,8,timestamp with time zone,null,null,null,true,null,false
postgres,vault,decrypted_secrets,updated_at,9,timestamp with time zone,null,null,null,true,null,false
postgres,vault,secrets,id,1,uuid,null,null,null,false,gen_random_uuid(),false
postgres,vault,secrets,name,2,text,null,null,null,true,null,false
postgres,vault,secrets,description,3,text,null,null,null,false,''::text,false
postgres,vault,secrets,secret,4,text,null,null,null,false,null,false
postgres,vault,secrets,key_id,5,uuid,null,null,null,true,null,false
postgres,vault,secrets,nonce,6,bytea,null,null,null,true,vault._crypto_aead_det_noncegen(),false
postgres,vault,secrets,created_at,7,timestamp with time zone,null,null,null,false,CURRENT_TIMESTAMP,false
postgres,vault,secrets,updated_at,8,timestamp with time zone,null,null,null,false,CURRENT_TIMESTAMP,false